,species,length
6959,Eukaryota,242
6960,Eukaryota,2517
6961,Eukaryota,271
6962,Eukaryota,568
6963,Eukaryota,312
6964,Eukaryota,2446
6965,Eukaryota,571
6966,Eukaryota,274
6967,Eukaryota,314
6968,Eukaryota,2349
6969,Eukaryota,589
6970,Eukaryota,126
6971,Eukaryota,165
6972,Eukaryota,126
6973,Eukaryota,237
6974,Eukaryota,279
6975,Eukaryota,640
6976,Bacteria,1001
6977,Bacteria,693
6978,Bacteria,545
6979,Bacteria,793
6980,Bacteria,705
6981,Bacteria,587
6982,Bacteria,619
6983,Bacteria,557
6984,Bacteria,566
6985,Bacteria,542
6986,Bacteria,546
6987,Bacteria,585
6988,Bacteria,646
6989,Bacteria,725
6990,Bacteria,428
6991,Bacteria,428
6992,Bacteria,428
6993,Bacteria,238
6994,Bacteria,259
6995,Bacteria,224
6996,Bacteria,414
6997,Bacteria,657
6998,Bacteria,428
6999,Bacteria,165
7000,Bacteria,428
7001,Bacteria,612
7002,Bacteria,306
7003,Bacteria,220
7004,Bacteria,428
7005,Bacteria,428
7006,Bacteria,428
7007,Bacteria,234
7008,Bacteria,227
7009,Bacteria,311
7010,Bacteria,221
7011,Bacteria,166
7012,Bacteria,255
7013,Bacteria,220
7014,Bacteria,98
7015,Bacteria,136
7016,Bacteria,430
7017,Bacteria,427
7018,Bacteria,393
7019,Bacteria,158
7020,Bacteria,268
7021,Bacteria,67
7022,Bacteria,66
7023,Bacteria,69
7024,Bacteria,727
7025,Bacteria,428
7026,Bacteria,149
7027,Bacteria,165
7028,Bacteria,231
7029,Bacteria,428
7030,Bacteria,428
7031,Bacteria,428
7032,Bacteria,226
7033,Bacteria,218
7034,Bacteria,640
7035,Bacteria,641
7036,Bacteria,316
7037,Bacteria,643
7038,Bacteria,643
7039,Bacteria,297
7040,Bacteria,641
7041,Bacteria,643
7042,Bacteria,643
7043,Bacteria,643
7044,Bacteria,643
7045,Bacteria,643
7046,Bacteria,643
7047,Bacteria,643
7048,Bacteria,642
7049,Bacteria,414
7050,Bacteria,642
7051,Bacteria,640
7052,Bacteria,643
7053,Bacteria,642
7054,Bacteria,642
7055,Bacteria,37
7056,Bacteria,569
7057,Bacteria,640
7058,Bacteria,36
7059,Bacteria,39
7060,Bacteria,35
7061,Bacteria,336
7062,Bacteria,34
7063,Bacteria,38
7064,Bacteria,337
7065,Bacteria,573
7066,Bacteria,646
7067,Bacteria,357
7068,Bacteria,642
7069,Bacteria,642
7070,Bacteria,649
7071,Bacteria,486
7072,Bacteria,379
7073,Bacteria,643
7074,Bacteria,643
7075,Bacteria,642
7076,Bacteria,643
7077,Bacteria,638
7078,Bacteria,643
7079,Bacteria,643
7080,Bacteria,641
7081,Bacteria,642
7082,Bacteria,643
7083,Bacteria,50
7084,Bacteria,42
7085,Bacteria,60
7086,Bacteria,66
7087,Bacteria,64
7088,Bacteria,46
7089,Bacteria,54
7090,Bacteria,73
7091,Bacteria,70
7092,Bacteria,55
7093,Bacteria,68
7094,Bacteria,68
7095,Bacteria,61
7096,Bacteria,53
7097,Bacteria,60
7098,Bacteria,57
7099,Bacteria,236
7100,Bacteria,71
7101,Bacteria,68
7102,Bacteria,59
7103,Bacteria,201
7104,Bacteria,75
7105,Bacteria,64
7106,Bacteria,72
7107,Bacteria,58
7108,Bacteria,643
7109,Bacteria,73
7110,Bacteria,52
7111,Bacteria,70
7112,Bacteria,78
7113,Bacteria,47
7114,Bacteria,203
7115,Bacteria,55
7116,Bacteria,73
7117,Bacteria,63
7118,Bacteria,103
7119,Bacteria,70
7120,Bacteria,73
7121,Bacteria,58
7122,Bacteria,71
7123,Bacteria,76
7124,Bacteria,109
7125,Bacteria,196
7126,Bacteria,643
7127,Bacteria,244
7128,Bacteria,222
7129,Bacteria,110
7130,Bacteria,122
7131,Bacteria,117
7132,Bacteria,120
7133,Bacteria,79
7134,Bacteria,69
7135,Bacteria,75
7136,Bacteria,81
7137,Bacteria,67
7138,Bacteria,81
7139,Bacteria,41
7140,Bacteria,68
7141,Bacteria,43
7142,Bacteria,60
7143,Bacteria,712
7144,Bacteria,712
7145,Bacteria,721
7146,Bacteria,682
7147,Bacteria,747
7148,Bacteria,542
7149,Bacteria,423
7150,Bacteria,626
7151,Bacteria,714
7152,Bacteria,724
7153,Bacteria,82
7154,Bacteria,92
7155,Bacteria,33
7156,Bacteria,136
7157,Bacteria,154
7158,Eukaryota,669
7159,Eukaryota,3092
7160,Eukaryota,110
7161,Eukaryota,181
7162,Eukaryota,123
7163,Eukaryota,128
7164,Eukaryota,854
7165,Eukaryota,668
7166,Eukaryota,1235
7167,Eukaryota,115
7168,Eukaryota,118
7169,Eukaryota,136
7170,Eukaryota,346
7171,Eukaryota,131
7172,Eukaryota,121
7173,Eukaryota,117
7174,Eukaryota,146
7175,Eukaryota,345
7176,Eukaryota,346
7177,Eukaryota,131
7178,Eukaryota,121
7179,Eukaryota,118
7180,Eukaryota,148
7181,Eukaryota,329
7182,Eukaryota,344
7183,Eukaryota,346
7184,Eukaryota,131
7185,Eukaryota,122
7186,Eukaryota,117
7187,Eukaryota,128
7188,Eukaryota,343
7189,Eukaryota,344
7190,Eukaryota,346
7191,Eukaryota,131
7192,Eukaryota,121
7193,Eukaryota,117
7194,Eukaryota,148
7195,Eukaryota,323
7196,Bacteria,548
7197,Bacteria,612
7198,Bacteria,501
7199,Bacteria,613
7200,Bacteria,560
7201,Bacteria,547
7202,Eukaryota,822
7203,Eukaryota,561
7204,Eukaryota,96
7205,Eukaryota,263
7206,Eukaryota,351
7207,Eukaryota,459
7208,Eukaryota,404
7209,Eukaryota,412
7210,Eukaryota,455
7211,Eukaryota,263
7212,Eukaryota,441
7213,Eukaryota,568
7214,Bacteria,652
7215,Bacteria,569
7216,Bacteria,741
7217,Bacteria,574
7218,Bacteria,507
7219,Bacteria,503
7220,Bacteria,567
7221,Bacteria,724
7222,Bacteria,656
7223,Bacteria,664
7224,Bacteria,685
7225,Bacteria,680
7226,Bacteria,646
7227,Bacteria,636
7228,Bacteria,675
7229,Bacteria,693
7230,Bacteria,633
7231,Bacteria,673
7232,Bacteria,645
7233,Eukaryota,272
7234,Eukaryota,591
7235,Eukaryota,248
7236,Eukaryota,1869
7237,Eukaryota,315
7238,Eukaryota,620
7239,Eukaryota,1658
7240,Eukaryota,265
7241,Eukaryota,188
7242,Eukaryota,337
7243,Eukaryota,1854
7244,Eukaryota,320
7245,Eukaryota,695
7246,Eukaryota,304
7247,Eukaryota,2578
7248,Eukaryota,2319
7249,Eukaryota,614
7250,Eukaryota,2537
7251,Eukaryota,2536
7252,Eukaryota,2502
7253,Eukaryota,2497
7254,Eukaryota,2389
7255,Eukaryota,2571
7256,Eukaryota,2570
7257,Eukaryota,279
7258,Eukaryota,695
7259,Eukaryota,653
7260,Eukaryota,619
7261,Eukaryota,577
7262,Eukaryota,534
7263,Eukaryota,492
7264,Eukaryota,477
7265,Eukaryota,458
7266,Eukaryota,359
7267,Eukaryota,738
7268,Eukaryota,774
7269,Eukaryota,141
7270,Eukaryota,320
7271,Eukaryota,652
7272,Eukaryota,236
7273,Eukaryota,69
7274,Eukaryota,372
7275,Eukaryota,363
7276,Eukaryota,266
7277,Eukaryota,568
7278,Eukaryota,2798
7279,Eukaryota,532
7280,Eukaryota,347
7281,Eukaryota,232
7282,Eukaryota,337
7283,Eukaryota,723
7284,Eukaryota,363
7285,Eukaryota,986
7286,Eukaryota,2517
7287,Eukaryota,2349
7288,Eukaryota,293
7289,Eukaryota,391
7290,Eukaryota,1445
7291,Eukaryota,2388
7292,Eukaryota,2460
7293,Eukaryota,2413
7294,Eukaryota,2485
7295,Eukaryota,377
7296,Eukaryota,275
7297,Eukaryota,440
7298,Eukaryota,198
7299,Eukaryota,188
7300,Eukaryota,178
7301,Eukaryota,189
7302,Eukaryota,480
7303,Eukaryota,174
7304,Eukaryota,151
7305,Eukaryota,235
7306,Eukaryota,220
7307,Eukaryota,220
7308,Eukaryota,194
7309,Eukaryota,220
7310,Eukaryota,194
7311,Eukaryota,235
7312,Eukaryota,221
7313,Eukaryota,201
7314,Eukaryota,222
7315,Eukaryota,198
7316,Eukaryota,205
7317,Eukaryota,193
7318,Eukaryota,188
7319,Eukaryota,183
7320,Eukaryota,368
7321,Eukaryota,778
7322,Eukaryota,756
7323,Eukaryota,234
7324,Eukaryota,1471
7325,Eukaryota,495
7326,Eukaryota,458
7327,Eukaryota,206
7328,Eukaryota,153
7329,Eukaryota,362
7330,Eukaryota,333
7331,Eukaryota,231
7332,Eukaryota,221
7333,Eukaryota,146
7334,Eukaryota,1585
7335,Eukaryota,321
7336,Eukaryota,289
7337,Eukaryota,325
7338,Eukaryota,284
7339,Eukaryota,251
7340,Eukaryota,236
7341,Eukaryota,372
7342,Eukaryota,264
7343,Eukaryota,369
7344,Eukaryota,600
7345,Eukaryota,188
7346,Eukaryota,114
7347,Eukaryota,213
7348,Eukaryota,346
7349,Bacteria,986
7350,Eukaryota,2570
7351,Eukaryota,319
7352,Eukaryota,621
7353,Eukaryota,2556
7354,Eukaryota,2549
7355,Eukaryota,697
7356,Eukaryota,695
7357,Eukaryota,667
7358,Eukaryota,658
7359,Eukaryota,655
7360,Eukaryota,654
7361,Eukaryota,578
7362,Eukaryota,534
7363,Eukaryota,533
7364,Eukaryota,532
7365,Eukaryota,491
7366,Eukaryota,427
7367,Eukaryota,358
7368,Eukaryota,744
7369,Eukaryota,2528
7370,Eukaryota,2517
7371,Eukaryota,2478
7372,Eukaryota,403
7373,Bacteria,623
7374,Bacteria,288
7375,Bacteria,648
7376,Bacteria,505
7377,Bacteria,549
7378,Bacteria,542
7379,Bacteria,660
7380,Bacteria,542
7381,Bacteria,549
7382,Bacteria,689
7383,Bacteria,1207
7384,Bacteria,1231
7385,Bacteria,505
7386,Bacteria,557
7387,Bacteria,623
7388,Bacteria,1124
7389,Bacteria,690
7390,Bacteria,646
7391,Bacteria,518
7392,Bacteria,767
7393,Bacteria,1072
7394,Bacteria,690
7395,Bacteria,645
7396,Bacteria,795
7397,Bacteria,690
7398,Bacteria,1113
7399,Bacteria,568
7400,Bacteria,690
7401,Bacteria,962
7402,Bacteria,542
7403,Bacteria,549
7404,Bacteria,690
7405,Bacteria,945
7406,Bacteria,509
7407,Bacteria,690
7408,Bacteria,1198
7409,Bacteria,568
7410,Bacteria,795
7411,Bacteria,954
7412,Bacteria,542
7413,Bacteria,549
7414,Bacteria,690
7415,Eukaryota,346
7416,Eukaryota,342
7417,Bacteria,393
7418,Eukaryota,806
7419,Eukaryota,806
7420,Eukaryota,551
7421,Eukaryota,815
7422,Eukaryota,799
7423,Eukaryota,799
7424,Eukaryota,800
7425,Eukaryota,780
7426,Eukaryota,551
7427,Eukaryota,351
7428,Eukaryota,337
7429,Eukaryota,337
7430,Eukaryota,388
7431,Eukaryota,1113
7432,Eukaryota,1113
7433,Eukaryota,1110
7434,Eukaryota,263
7435,Eukaryota,506
7436,Eukaryota,259
7437,Eukaryota,233
7438,Eukaryota,343
7439,Eukaryota,343
7440,Eukaryota,342
7441,Eukaryota,301
7442,Eukaryota,410
7443,Eukaryota,363
7444,Eukaryota,363
7445,Eukaryota,558
7446,Eukaryota,558
7447,Eukaryota,558
7448,Eukaryota,2550
7449,Eukaryota,2540
7450,Eukaryota,2518
7451,Eukaryota,913
7452,Eukaryota,788
7453,Eukaryota,490
7454,Bacteria,789
7455,Bacteria,342
7456,Bacteria,355
7457,Bacteria,671
7458,Bacteria,1525
7459,Bacteria,777
7460,Bacteria,167
7461,Bacteria,988
7462,Bacteria,486
7463,Bacteria,666
7464,Bacteria,578
7465,Bacteria,245
7466,Bacteria,665
7467,Bacteria,1916
7468,Bacteria,600
7469,Bacteria,531
7470,Bacteria,642
7471,Bacteria,1104
7472,Bacteria,647
7473,Bacteria,769
7474,Bacteria,570
7475,Bacteria,638
7476,Bacteria,794
7477,Bacteria,1254
7478,Bacteria,688
7479,Bacteria,617
7480,Bacteria,665
7481,Bacteria,644
7482,Bacteria,768
7483,Bacteria,570
7484,Bacteria,1149
7485,Bacteria,688
7486,Bacteria,607
7487,Bacteria,644
7488,Bacteria,1592
7489,Bacteria,792
7490,Bacteria,642
7491,Bacteria,555
7492,Bacteria,1244
7493,Bacteria,637
7494,Bacteria,475
7495,Bacteria,1464
7496,Bacteria,794
7497,Bacteria,635
7498,Bacteria,1096
7499,Bacteria,686
7500,Bacteria,585
7501,Bacteria,1932
7502,Bacteria,487
7503,Bacteria,661
7504,Bacteria,2883
7505,Bacteria,600
7506,Bacteria,1642
7507,Bacteria,669
7508,Bacteria,650
7509,Bacteria,859
7510,Bacteria,769
7511,Bacteria,646
7512,Bacteria,1687
7513,Bacteria,795
7514,Bacteria,642
7515,Bacteria,688
7516,Bacteria,1642
7517,Bacteria,792
7518,Bacteria,642
7519,Bacteria,616
7520,Bacteria,650
7521,Bacteria,1550
7522,Bacteria,1916
7523,Bacteria,600
7524,Bacteria,2884
7525,Bacteria,649
7526,Bacteria,706
7527,Bacteria,326
7528,Bacteria,570
7529,Bacteria,637
7530,Bacteria,795
7531,Bacteria,1135
7532,Bacteria,688
7533,Bacteria,619
7534,Bacteria,640
7535,Bacteria,643
7536,Bacteria,688
7537,Bacteria,1093
7538,Bacteria,794
7539,Bacteria,570
7540,Bacteria,1681
7541,Bacteria,240
7542,Bacteria,769
7543,Bacteria,649
7544,Bacteria,665
7545,Bacteria,650
7546,Bacteria,1912
7547,Bacteria,643
7548,Bacteria,688
7549,Bacteria,1687
7550,Bacteria,724
7551,Bacteria,649
7552,Bacteria,2469
7553,Bacteria,1550
7554,Bacteria,1302
7555,Bacteria,769
7556,Bacteria,570
7557,Bacteria,1122
7558,Bacteria,1898
7559,Bacteria,1697
7560,Bacteria,570
7561,Bacteria,688
7562,Bacteria,643
7563,Bacteria,775
7564,Bacteria,2241
7565,Bacteria,688
7566,Bacteria,633
7567,Bacteria,795
7568,Bacteria,570
7569,Bacteria,872
7570,Bacteria,2469
7571,Bacteria,1642
7572,Bacteria,643
7573,Bacteria,1912
7574,Bacteria,650
7575,Bacteria,621
7576,Bacteria,1129
7577,Bacteria,1896
7578,Bacteria,1965
7579,Bacteria,2806
7580,Bacteria,683
7581,Bacteria,522
7582,Bacteria,596
7583,Bacteria,547
7584,Bacteria,686
7585,Bacteria,476
7586,Bacteria,1117
7587,Bacteria,949
7588,Bacteria,687
7589,Bacteria,1712
7590,Bacteria,578
7591,Bacteria,855
7592,Bacteria,713
7593,Bacteria,605
7594,Bacteria,769
7595,Bacteria,643
7596,Bacteria,650
7597,Bacteria,1638
7598,Bacteria,1225
7599,Bacteria,643
7600,Bacteria,862
7601,Bacteria,619
7602,Bacteria,688
7603,Bacteria,1082
7604,Bacteria,795
7605,Bacteria,570
7606,Bacteria,873
7607,Bacteria,1687
7608,Bacteria,617
7609,Bacteria,706
7610,Bacteria,1401
7611,Bacteria,644
7612,Bacteria,167
7613,Bacteria,768
7614,Bacteria,1592
7615,Bacteria,627
7616,Bacteria,570
7617,Bacteria,698
7618,Bacteria,1100
7619,Bacteria,688
7620,Bacteria,607
7621,Bacteria,573
7622,Bacteria,671
7623,Bacteria,1191
7624,Bacteria,1293
7625,Bacteria,133
7626,Bacteria,885
7627,Bacteria,540
7628,Bacteria,1094
7629,Bacteria,108
7630,Bacteria,1740
7631,Bacteria,6121
7632,Bacteria,363
7633,Bacteria,103
7634,Bacteria,562
7635,Bacteria,570
7636,Bacteria,570
7637,Bacteria,802
7638,Bacteria,1204
7639,Bacteria,1219
7640,Bacteria,710
7641,Bacteria,1964
7642,Bacteria,1221
7643,Bacteria,592
7644,Bacteria,570
7645,Bacteria,691
7646,Bacteria,1190
7647,Bacteria,1078
7648,Bacteria,535
7649,Bacteria,1157
7650,Bacteria,1272
7651,Bacteria,817
7652,Bacteria,703
7653,Bacteria,586
7654,Bacteria,543
7655,Bacteria,1403
7656,Bacteria,1164
7657,Bacteria,517
7658,Bacteria,975
7659,Bacteria,1175
7660,Bacteria,1181
7661,Bacteria,693
7662,Bacteria,1796
7663,Bacteria,1489
7664,Bacteria,787
7665,Bacteria,990
7666,Bacteria,606
7667,Bacteria,537
7668,Bacteria,571
7669,Bacteria,740
7670,Bacteria,665
7671,Bacteria,636
7672,Bacteria,542
7673,Bacteria,813
7674,Bacteria,868
7675,Bacteria,1357
7676,Bacteria,778
7677,Bacteria,1735
7678,Bacteria,579
7679,Bacteria,637
7680,Bacteria,57
7681,Bacteria,1117
7682,Bacteria,679
7683,Bacteria,1094
7684,Bacteria,768
7685,Bacteria,3856
7686,Bacteria,617
7687,Bacteria,871
7688,Bacteria,574
7689,Bacteria,582
7690,Bacteria,644
7691,Bacteria,918
7692,Bacteria,545
7693,Bacteria,699
7694,Bacteria,1062
7695,Bacteria,1723
7696,Bacteria,688
7697,Bacteria,545
7698,Bacteria,578
7699,Bacteria,630
7700,Bacteria,649
7701,Bacteria,292
7702,Bacteria,734
7703,Bacteria,638
7704,Bacteria,675
7705,Bacteria,965
7706,Bacteria,585
7707,Bacteria,403
7708,Bacteria,652
7709,Bacteria,768
7710,Bacteria,694
7711,Bacteria,670
7712,Bacteria,740
7713,Bacteria,582
7714,Bacteria,641
7715,Bacteria,644
7716,Bacteria,874
7717,Bacteria,576
7718,Bacteria,915
7719,Bacteria,545
7720,Bacteria,1407
7721,Bacteria,682
7722,Bacteria,1087
7723,Bacteria,1094
7724,Bacteria,710
7725,Bacteria,1050
7726,Bacteria,965
7727,Bacteria,772
7728,Bacteria,1955
7729,Bacteria,1340
7730,Bacteria,731
7731,Bacteria,1526
7732,Bacteria,1578
7733,Bacteria,1027
7734,Bacteria,884
7735,Bacteria,561
7736,Bacteria,1406
7737,Bacteria,846
7738,Bacteria,682
7739,Bacteria,1595
7740,Bacteria,620
7741,Bacteria,607
7742,Bacteria,994
7743,Bacteria,776
7744,Bacteria,1534
7745,Bacteria,1435
7746,Bacteria,639
7747,Bacteria,634
7748,Bacteria,539
7749,Bacteria,790
7750,Bacteria,671
7751,Bacteria,715
7752,Bacteria,579
7753,Bacteria,612
7754,Bacteria,1095
7755,Bacteria,732
7756,Bacteria,788
7757,Bacteria,1338
7758,Bacteria,1122
7759,Bacteria,578
7760,Bacteria,334
7761,Bacteria,1184
7762,Bacteria,722
7763,Bacteria,1079
7764,Bacteria,758
7765,Bacteria,890
7766,Bacteria,376
7767,Bacteria,798
7768,Bacteria,691
7769,Bacteria,1312
7770,Bacteria,643
7771,Bacteria,592
7772,Bacteria,710
7773,Bacteria,539
7774,Bacteria,451
7775,Bacteria,591
7776,Bacteria,801
7777,Bacteria,625
7778,Bacteria,578
7779,Bacteria,759
7780,Bacteria,1076
7781,Bacteria,719
7782,Bacteria,1322
7783,Bacteria,691
7784,Bacteria,529
7785,Bacteria,682
7786,Bacteria,786
7787,Bacteria,582
7788,Bacteria,911
7789,Bacteria,545
7790,Bacteria,682
7791,Bacteria,783
7792,Bacteria,582
7793,Bacteria,868
7794,Bacteria,641
7795,Bacteria,644
7796,Bacteria,506
7797,Bacteria,1136
7798,Bacteria,327
7799,Bacteria,1385
7800,Bacteria,1210
7801,Bacteria,1211
7802,Bacteria,746
7803,Bacteria,647
7804,Bacteria,1125
7805,Bacteria,618
7806,Bacteria,537
7807,Bacteria,695
7808,Bacteria,669
7809,Bacteria,1094
7810,Bacteria,696
7811,Bacteria,522
7812,Bacteria,665
7813,Bacteria,780
7814,Bacteria,1211
7815,Bacteria,1063
7816,Bacteria,544
7817,Bacteria,470
7818,Bacteria,756
7819,Bacteria,1419
7820,Bacteria,539
7821,Bacteria,712
7822,Bacteria,541
7823,Bacteria,1330
7824,Bacteria,634
7825,Bacteria,689
7826,Bacteria,175
7827,Bacteria,978
7828,Bacteria,508
7829,Bacteria,926
7830,Bacteria,718
7831,Bacteria,464
7832,Bacteria,638
7833,Bacteria,671
7834,Bacteria,794
7835,Bacteria,717
7836,Bacteria,622
7837,Bacteria,1419
7838,Bacteria,1210
7839,Bacteria,700
7840,Bacteria,1160
7841,Bacteria,1161
7842,Bacteria,665
7843,Bacteria,777
7844,Bacteria,737
7845,Bacteria,640
7846,Bacteria,2693
7847,Bacteria,583
7848,Bacteria,802
7849,Bacteria,1100
7850,Bacteria,501
7851,Bacteria,906
7852,Bacteria,549
7853,Bacteria,652
7854,Bacteria,3612
7855,Bacteria,583
7856,Bacteria,1052
7857,Bacteria,1892
7858,Bacteria,842
7859,Bacteria,865
7860,Bacteria,668
7861,Bacteria,1066
7862,Bacteria,808
7863,Bacteria,747
7864,Bacteria,710
7865,Bacteria,930
7866,Bacteria,539
7867,Bacteria,684
7868,Bacteria,2156
7869,Bacteria,641
7870,Bacteria,636
7871,Bacteria,774
7872,Bacteria,725
7873,Bacteria,283
7874,Bacteria,253
7875,Bacteria,417
7876,Bacteria,315
7877,Bacteria,588
7878,Bacteria,247
7879,Bacteria,1381
7880,Bacteria,871
7881,Bacteria,882
7882,Bacteria,451
7883,Eukaryota,260
7884,Bacteria,671
7885,Bacteria,723
7886,Bacteria,731
7887,Bacteria,671
7888,Bacteria,585
7889,Bacteria,795
7890,Bacteria,818
7891,Eukaryota,109
7892,Eukaryota,189
7893,Eukaryota,1154
7894,Eukaryota,516
7895,Eukaryota,569
7896,Eukaryota,349
7897,Eukaryota,131
7898,Eukaryota,121
7899,Eukaryota,124
7900,Eukaryota,144
7901,Bacteria,202
7902,Eukaryota,740
7903,Eukaryota,700
7904,Eukaryota,658
7905,Eukaryota,651
7906,Eukaryota,783
7907,Eukaryota,565
7908,Eukaryota,538
7909,Eukaryota,495
7910,Eukaryota,363
7911,Eukaryota,2573
7912,Eukaryota,2572
7913,Eukaryota,2548
7914,Eukaryota,66
7915,Eukaryota,121
7916,Eukaryota,125
7917,Eukaryota,148
7918,Eukaryota,122
7919,Eukaryota,124
7920,Eukaryota,127
7921,Eukaryota,121
7922,Eukaryota,124
7923,Eukaryota,148
7924,Eukaryota,351
7925,Eukaryota,351
7926,Eukaryota,215
7927,Eukaryota,571
7928,Eukaryota,363
7929,Eukaryota,2572
7930,Eukaryota,324
7931,Eukaryota,2573
7932,Eukaryota,798
7933,Eukaryota,323
7934,Eukaryota,481
7935,Eukaryota,475
7936,Eukaryota,2607
7937,Eukaryota,2575
7938,Eukaryota,2573
7939,Eukaryota,2572
7940,Eukaryota,661
7941,Eukaryota,542
7942,Eukaryota,363
7943,Eukaryota,2606
7944,Eukaryota,2606
7945,Eukaryota,519
7946,Eukaryota,701
7947,Eukaryota,619
7948,Eukaryota,403
7949,Eukaryota,341
7950,Eukaryota,403
7951,Eukaryota,2549
7952,Eukaryota,2523
7953,Eukaryota,2498
7954,Eukaryota,626
7955,Eukaryota,744
7956,Eukaryota,741
7957,Eukaryota,711
7958,Eukaryota,705
7959,Eukaryota,704
7960,Eukaryota,672
7961,Eukaryota,667
7962,Eukaryota,642
7963,Eukaryota,608
7964,Eukaryota,324
7965,Eukaryota,2573
7966,Eukaryota,2572
7967,Eukaryota,2549
7968,Eukaryota,324
7969,Eukaryota,403
7970,Eukaryota,251
7971,Eukaryota,704
7972,Eukaryota,701
7973,Eukaryota,671
7974,Eukaryota,664
7975,Eukaryota,661
7976,Eukaryota,647
7977,Eukaryota,647
7978,Eukaryota,627
7979,Eukaryota,621
7980,Eukaryota,579
7981,Eukaryota,541
7982,Eukaryota,498
7983,Eukaryota,495
7984,Eukaryota,464
7985,Eukaryota,362
7986,Eukaryota,832
7987,Eukaryota,126
7988,Eukaryota,632
7989,Eukaryota,2417
7990,Eukaryota,702
7991,Eukaryota,663
7992,Eukaryota,660
7993,Eukaryota,583
7994,Eukaryota,540
7995,Eukaryota,464
7996,Eukaryota,365
7997,Eukaryota,749
7998,Eukaryota,284
7999,Eukaryota,2582
8000,Eukaryota,2581
8001,Eukaryota,554
8002,Eukaryota,3133
8003,Eukaryota,1758
8004,Eukaryota,900
8005,Eukaryota,1758
8006,Eukaryota,900
8007,Eukaryota,263
8008,Eukaryota,1507
8009,Eukaryota,1464
8010,Eukaryota,1464
8011,Eukaryota,1447
8012,Eukaryota,1404
8013,Eukaryota,1388
8014,Eukaryota,1388
8015,Eukaryota,1388
8016,Eukaryota,1388
8017,Eukaryota,1328
8018,Eukaryota,1328
8019,Eukaryota,1328
8020,Eukaryota,1318
8021,Eukaryota,1318
8022,Eukaryota,1459
8023,Eukaryota,146
8024,Eukaryota,170
8025,Bacteria,338
8026,Eukaryota,347
8027,Eukaryota,376
8028,Eukaryota,357
8029,Eukaryota,272
8030,Eukaryota,591
8031,Eukaryota,2531
8032,Eukaryota,2596
8033,Eukaryota,139
8034,Eukaryota,309
8035,Eukaryota,369
8036,Eukaryota,2112
8037,Eukaryota,315
8038,Eukaryota,541
8039,Eukaryota,620
8040,Eukaryota,2513
8041,Eukaryota,438
8042,Eukaryota,2568
8043,Eukaryota,743
8044,Eukaryota,742
8045,Eukaryota,699
8046,Eukaryota,493
8047,Eukaryota,429
8048,Eukaryota,361
8049,Eukaryota,340
8050,Eukaryota,321
8051,Eukaryota,750
8052,Eukaryota,429
8053,Eukaryota,771
8054,Eukaryota,451
8055,Eukaryota,450
8056,Eukaryota,736
8057,Eukaryota,535
8058,Eukaryota,459
8059,Eukaryota,629
8060,Eukaryota,427
8061,Eukaryota,424
8062,Eukaryota,749
8063,Eukaryota,1182
8064,Eukaryota,700
8065,Eukaryota,524
8066,Eukaryota,428
8067,Eukaryota,424
8068,Eukaryota,424
8069,Eukaryota,408
8070,Eukaryota,1072
8071,Eukaryota,253
8072,Eukaryota,402
8073,Eukaryota,322
8074,Eukaryota,449
8075,Eukaryota,446
8076,Eukaryota,428
8077,Eukaryota,544
8078,Eukaryota,1039
8079,Eukaryota,243
8080,Eukaryota,3256
8081,Bacteria,407
8082,Eukaryota,246
8083,Eukaryota,527
8084,Eukaryota,272
8085,Eukaryota,2202
8086,Eukaryota,527
8087,Eukaryota,245
8088,Eukaryota,315
8089,Eukaryota,2050
8090,Eukaryota,2151
8091,Eukaryota,717
8092,Eukaryota,241
8093,Eukaryota,466
8094,Eukaryota,438
8095,Eukaryota,792
8096,Eukaryota,337
8097,Eukaryota,289
8098,Eukaryota,438
8099,Eukaryota,438
8100,Eukaryota,438
8101,Eukaryota,438
8102,Eukaryota,423
8103,Eukaryota,410
8104,Eukaryota,252
8105,Eukaryota,603
8106,Eukaryota,602
8107,Eukaryota,577
8108,Eukaryota,576
8109,Eukaryota,1296
8110,Eukaryota,1296
8111,Eukaryota,462
8112,Eukaryota,461
8113,Eukaryota,579
8114,Eukaryota,229
8115,Eukaryota,490
8116,Eukaryota,161
8117,Eukaryota,161
8118,Eukaryota,160
8119,Eukaryota,355
8120,Eukaryota,341
8121,Eukaryota,346
8122,Bacteria,628
8123,Bacteria,1169
8124,Bacteria,749
8125,Bacteria,679
8126,Bacteria,331
8127,Bacteria,663
8128,Bacteria,665
8129,Bacteria,582
8130,Bacteria,510
8131,Bacteria,311
8132,Bacteria,338
8133,Bacteria,628
8134,Bacteria,715
8135,Bacteria,468
8136,Bacteria,523
8137,Bacteria,514
8138,Bacteria,576
8139,Bacteria,867
8140,Bacteria,841
8141,Bacteria,1169
8142,Bacteria,817
8143,Bacteria,514
8144,Bacteria,509
8145,Bacteria,468
8146,Bacteria,1398
8147,Bacteria,741
8148,Bacteria,582
8149,Bacteria,465
8150,Bacteria,974
8151,Bacteria,687
8152,Bacteria,310
8153,Bacteria,422
8154,Bacteria,680
8155,Bacteria,558
8156,Bacteria,487
8157,Bacteria,807
8158,Bacteria,749
8159,Bacteria,635
8160,Bacteria,705
8161,Bacteria,639
8162,Bacteria,794
8163,Bacteria,1838
8164,Bacteria,731
8165,Bacteria,510
8166,Bacteria,887
8167,Bacteria,575
